500V,,550V,,600V,,650V,,700V,,750V,,800V,,775V,,725V,,790V,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
642.8900146,0.3884912431,642.8900146,1.003401995,642.8900146,2.307715654,642.8900146,4.539131165,642.8900146,9.280035019,642.8900146,17.67428207,642.8900146,33.58529663,642.8900146,23.13588905,642.8900146,12.6600771,642.8900146,27.03063202,
643.9099731,0.4123784304,643.9099731,0.9951577783,643.9099731,2.221701145,643.9099731,4.300082207,643.9099731,8.986495972,643.9099731,16.61605835,643.9099731,30.10174751,643.9099731,22.88578796,643.9099731,11.86777496,643.9099731,25.73058128,
644.9199829,0.3824181855,644.9199829,0.9144177437,644.9199829,2.083634377,644.9199829,4.303104401,644.9199829,8.290061951,644.9199829,15.69999218,644.9199829,28.16466713,644.9199829,21.46232605,644.9199829,11.57688236,644.9199829,25.6677494,
645.9400024,0.3438949883,645.9400024,0.8328824043,645.9400024,2.007607937,645.9400024,3.880664825,645.9400024,8.070649147,645.9400024,14.56941223,645.9400024,27.14856148,645.9400024,20.70845604,645.9400024,11.07484818,645.9400024,22.9585247,
646.9500122,0.3650923967,646.9500122,0.8823946714,646.9500122,1.841156721,646.9500122,4.000660896,646.9500122,7.83206892,646.9500122,14.02156448,646.9500122,25.99472046,646.9500122,19.58743477,646.9500122,10.36635113,646.9500122,22.1000042,
647.9699707,0.3324166834,647.9699707,0.7630652189,647.9699707,1.825262308,647.9699707,3.821140766,647.9699707,7.453327656,647.9699707,14.25063419,647.9699707,25.30994415,647.9699707,18.57713699,647.9699707,9.777983665,647.9699707,21.10411263,
648.8400269,0.3493348062,648.8400269,0.8068692684,648.8400269,1.836737156,648.8400269,3.373553276,648.8400269,7.463129997,648.8400269,14.05410004,648.8400269,23.11360168,648.8400269,18.79887199,648.8400269,9.605007172,648.8400269,20.83408928,
649.8499756,0.3195758164,649.8499756,0.7526550293,649.8499756,1.728781462,649.8499756,3.49510169,649.8499756,6.829226971,649.8499756,12.51017761,649.8499756,23.41021538,649.8499756,17.56725311,649.8499756,9.091236115,649.8499756,19.20778465,
650.8599854,0.3195341825,650.8599854,0.6480371356,650.8599854,1.622521043,650.8599854,3.291862249,650.8599854,6.47999382,650.8599854,12.61163044,650.8599854,22.6893177,650.8599854,15.91368008,650.8599854,8.945633888,650.8599854,19.1414299,

500V,
500V
Collection Time: 4/1/2025 12:39:13 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        535.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               526.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   500
Corrected spectra                 OFF
Multicell holder                  Multicell
Multi zero                       OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 4/1/2025 9:14:35 AM
Method Modifications:
Overlayed Graphs Changed: 4/1/2025 9:16:26 AM, Old:OFF, New:ON
PMT Volts Changed: 4/1/2025 9:16:26 AM, Old:600, New:480
Cell Changer Changed: 4/1/2025 9:16:26 AM, Old:OFF, New:ON
Cell2 Changed: 4/1/2025 9:16:26 AM, Old:OFF, New:ON
Monitoring device: Changed: 4/1/2025 9:16:26 AM, Old:PCB 150, New:Block
User Delta Stop Changed: 4/1/2025 9:16:26 AM, Old: 450.00, New: 526.00
User Delta Increment Changed: 4/1/2025 9:16:26 AM, Old:  10.00, New:   0.15
Emission PMT (V): Changed: 4/1/2025 9:16:26 AM, Old: 600, New: 480
Excitation Wavelength Changed: 4/1/2025 9:16:26 AM, Old: 350.00, New: 526.00
Emission Wavelength Changed: 4/1/2025 9:16:26 AM, Old: 400.00, New: 535.00
Stop Wavelength Changed: 4/1/2025 9:16:26 AM, Old: 600.00, New: 650.00
Scan mode: Changed: 4/1/2025 9:17:18 AM, Old:Emission, New:Excitation
User Delta Stop Changed: 4/1/2025 9:17:18 AM, Old: 526.00, New: 555.00
Excitation Wavelength Changed: 4/1/2025 9:17:18 AM, Old: 526.00, New: 400.00
Emission Wavelength Changed: 4/1/2025 9:17:18 AM, Old: 535.00, New: 555.00
Stop Wavelength Changed: 4/1/2025 9:17:18 AM, Old: 650.00, New: 550.00
PMT Volts Changed: 4/1/2025 9:20:58 AM, Old:480, New:490
Scan mode: Changed: 4/1/2025 9:20:58 AM, Old:Excitation, New:Emission
Emission PMT (V): Changed: 4/1/2025 9:20:58 AM, Old: 480, New: 490
Excitation Wavelength Changed: 4/1/2025 9:20:58 AM, Old: 400.00, New: 526.00
Emission Wavelength Changed: 4/1/2025 9:20:58 AM, Old: 555.00, New: 535.00
Stop Wavelength Changed: 4/1/2025 9:20:58 AM, Old: 550.00, New: 650.00
Scan mode: Changed: 4/1/2025 9:22:17 AM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 4/1/2025 9:22:17 AM, Old: 526.00, New: 400.00
Emission Wavelength Changed: 4/1/2025 9:22:17 AM, Old: 535.00, New: 555.00
Stop Wavelength Changed: 4/1/2025 9:22:17 AM, Old: 650.00, New: 550.00
Zero Mode Changed: 4/1/2025 9:27:29 AM, Old:OFF, New:Reading
Zero Mode Changed: 4/1/2025 9:27:29 AM, Old:Reading, New:ON
Scan mode: Changed: 4/1/2025 9:29:46 AM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 4/1/2025 9:29:46 AM, Old: 400.00, New: 500.00
Emission Wavelength Changed: 4/1/2025 9:29:46 AM, Old: 555.00, New: 505.00
Stop Wavelength Changed: 4/1/2025 9:29:46 AM, Old: 550.00, New: 650.00
Sample2 Changed: 4/1/2025 9:30:34 AM, Old:Sample2, New:ecc_500
Excitation Wavelength Changed: 4/1/2025 9:37:32 AM, Old: 500.00, New: 510.00
Emission Wavelength Changed: 4/1/2025 9:37:32 AM, Old: 505.00, New: 515.00
Sample2 Changed: 4/1/2025 9:37:59 AM, Old:ecc_500, New:ecc_510
Excitation Wavelength Changed: 4/1/2025 9:40:38 AM, Old: 510.00, New: 520.00
Emission Wavelength Changed: 4/1/2025 9:40:38 AM, Old: 515.00, New: 525.00
Sample2 Changed: 4/1/2025 9:41:05 AM, Old:ecc_510, New:ecc_520
Excitation Wavelength Changed: 4/1/2025 9:42:10 AM, Old: 520.00, New: 490.00
Emission Wavelength Changed: 4/1/2025 9:42:10 AM, Old: 525.00, New: 495.00
Sample2 Changed: 4/1/2025 9:42:28 AM, Old:ecc_520, New:ecc_490
Excitation Wavelength Changed: 4/1/2025 9:43:42 AM, Old: 490.00, New: 530.00
Emission Wavelength Changed: 4/1/2025 9:43:42 AM, Old: 495.00, New: 535.00
Sample2 Changed: 4/1/2025 9:44:02 AM, Old:ecc_490, New:ecc_530
Excitation Wavelength Changed: 4/1/2025 9:44:50 AM, Old: 530.00, New: 526.00
Emission Wavelength Changed: 4/1/2025 9:44:50 AM, Old: 535.00, New: 531.00
Sample2 Changed: 4/1/2025 9:45:08 AM, Old:ecc_530, New:ecc_526
Excitation Wavelength Changed: 4/1/2025 9:45:50 AM, Old: 526.00, New: 480.00
Emission Wavelength Changed: 4/1/2025 9:45:50 AM, Old: 531.00, New: 485.00
Sample2 Changed: 4/1/2025 9:46:10 AM, Old:ecc_526, New:ecc_480
Excitation Wavelength Changed: 4/1/2025 9:46:49 AM, Old: 480.00, New: 470.00
Emission Wavelength Changed: 4/1/2025 9:46:49 AM, Old: 485.00, New: 475.00
Sample2 Changed: 4/1/2025 9:47:12 AM, Old:ecc_480, New:ecc_470
Excitation Wavelength Changed: 4/1/2025 9:48:04 AM, Old: 470.00, New: 515.00
Emission Wavelength Changed: 4/1/2025 9:48:04 AM, Old: 475.00, New: 520.00
Sample2 Changed: 4/1/2025 9:48:22 AM, Old:ecc_470, New:ecc_515
Excitation Wavelength Changed: 4/1/2025 9:49:03 AM, Old: 515.00, New: 460.00
Emission Wavelength Changed: 4/1/2025 9:49:03 AM, Old: 520.00, New: 465.00
Sample2 Changed: 4/1/2025 9:49:23 AM, Old:ecc_515, New:ecc_460
Excitation Wavelength Changed: 4/1/2025 10:13:40 AM, Old: 460.00, New: 526.00
Emission Wavelength Changed: 4/1/2025 10:13:40 AM, Old: 465.00, New: 535.00
Sample2 Changed: 4/1/2025 10:15:24 AM, Old:ecc_460, New:ecc_526
PMT Volts Changed: 4/1/2025 10:16:50 AM, Old:490, New:495
Emission PMT (V): Changed: 4/1/2025 10:16:51 AM, Old: 490, New: 495
Zero Mode Changed: 4/1/2025 10:16:51 AM, Old:ON, New:OFF
Sample2 Changed: 4/1/2025 10:17:11 AM, Old:ecc_526, New:ecc_526_05
PMT Volts Changed: 4/1/2025 10:19:28 AM, Old:495, New:500
Emission PMT (V): Changed: 4/1/2025 10:19:28 AM, Old: 495, New: 500
PMT Volts Changed: 4/1/2025 10:20:20 AM, Old:500, New:503
Emission PMT (V): Changed: 4/1/2025 10:20:20 AM, Old: 500, New: 503
PMT Volts Changed: 4/1/2025 10:20:56 AM, Old:503, New:500
Emission PMT (V): Changed: 4/1/2025 10:20:56 AM, Old: 503, New: 500
Sample2 Changed: 4/1/2025 10:45:38 AM, Old:ecc_526_05, New:ecc_526_04
Sample2 Changed: 4/1/2025 10:49:30 AM, Old:ecc_526_04, New:ecc_526_04_2
Sample2 Changed: 4/1/2025 11:13:17 AM, Old:ecc_526_04_2, New:ecc_526_03
Sample2 Changed: 4/1/2025 11:24:04 AM, Old:ecc_526_03, New:ecc_526_02
Sample2 Changed: 4/1/2025 11:34:59 AM, Old:ecc_526_02, New:ecc_526_01
Sample2 Changed: 4/1/2025 11:43:15 AM, Old:ecc_526_01, New:ecc_526_008
Sample2 Changed: 4/1/2025 11:54:05 AM, Old:ecc_526_008, New:ecc_526_006
Sample2 Changed: 4/1/2025 12:12:56 PM, Old:ecc_526_006, New:ecc_526_004
Sample2 Changed: 4/1/2025 12:30:33 PM, Old:ecc_526_004, New:ecc_526_002
Sample2 Changed: 4/1/2025 12:37:06 PM, Old:ecc_526_002, New:ecc_526_001
Sample2 Changed: 4/1/2025 12:39:13 PM, Old:ecc_526_001, New:500V
End Method Modifications

550V,
550V
Collection Time: 4/1/2025 12:40:31 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        535.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               526.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   550
Corrected spectra                 OFF
Multicell holder                  Multicell
Multi zero                       OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 4/1/2025 9:14:35 AM
Method Modifications:
Overlayed Graphs Changed: 4/1/2025 9:16:26 AM, Old:OFF, New:ON
PMT Volts Changed: 4/1/2025 9:16:26 AM, Old:600, New:480
Cell Changer Changed: 4/1/2025 9:16:26 AM, Old:OFF, New:ON
Cell2 Changed: 4/1/2025 9:16:26 AM, Old:OFF, New:ON
Monitoring device: Changed: 4/1/2025 9:16:26 AM, Old:PCB 150, New:Block
User Delta Stop Changed: 4/1/2025 9:16:26 AM, Old: 450.00, New: 526.00
User Delta Increment Changed: 4/1/2025 9:16:26 AM, Old:  10.00, New:   0.15
Emission PMT (V): Changed: 4/1/2025 9:16:26 AM, Old: 600, New: 480
Excitation Wavelength Changed: 4/1/2025 9:16:26 AM, Old: 350.00, New: 526.00
Emission Wavelength Changed: 4/1/2025 9:16:26 AM, Old: 400.00, New: 535.00
Stop Wavelength Changed: 4/1/2025 9:16:26 AM, Old: 600.00, New: 650.00
Scan mode: Changed: 4/1/2025 9:17:18 AM, Old:Emission, New:Excitation
User Delta Stop Changed: 4/1/2025 9:17:18 AM, Old: 526.00, New: 555.00
Excitation Wavelength Changed: 4/1/2025 9:17:18 AM, Old: 526.00, New: 400.00
Emission Wavelength Changed: 4/1/2025 9:17:18 AM, Old: 535.00, New: 555.00
Stop Wavelength Changed: 4/1/2025 9:17:18 AM, Old: 650.00, New: 550.00
PMT Volts Changed: 4/1/2025 9:20:58 AM, Old:480, New:490
Scan mode: Changed: 4/1/2025 9:20:58 AM, Old:Excitation, New:Emission
Emission PMT (V): Changed: 4/1/2025 9:20:58 AM, Old: 480, New: 490
Excitation Wavelength Changed: 4/1/2025 9:20:58 AM, Old: 400.00, New: 526.00
Emission Wavelength Changed: 4/1/2025 9:20:58 AM, Old: 555.00, New: 535.00
Stop Wavelength Changed: 4/1/2025 9:20:58 AM, Old: 550.00, New: 650.00
Scan mode: Changed: 4/1/2025 9:22:17 AM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 4/1/2025 9:22:17 AM, Old: 526.00, New: 400.00
Emission Wavelength Changed: 4/1/2025 9:22:17 AM, Old: 535.00, New: 555.00
Stop Wavelength Changed: 4/1/2025 9:22:17 AM, Old: 650.00, New: 550.00
Zero Mode Changed: 4/1/2025 9:27:29 AM, Old:OFF, New:Reading
Zero Mode Changed: 4/1/2025 9:27:29 AM, Old:Reading, New:ON
Scan mode: Changed: 4/1/2025 9:29:46 AM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 4/1/2025 9:29:46 AM, Old: 400.00, New: 500.00
Emission Wavelength Changed: 4/1/2025 9:29:46 AM, Old: 555.00, New: 505.00
Stop Wavelength Changed: 4/1/2025 9:29:46 AM, Old: 550.00, New: 650.00
Sample2 Changed: 4/1/2025 9:30:34 AM, Old:Sample2, New:ecc_500
Excitation Wavelength Changed: 4/1/2025 9:37:32 AM, Old: 500.00, New: 510.00
Emission Wavelength Changed: 4/1/2025 9:37:32 AM, Old: 505.00, New: 515.00
Sample2 Changed: 4/1/2025 9:37:59 AM, Old:ecc_500, New:ecc_510
Excitation Wavelength Changed: 4/1/2025 9:40:38 AM, Old: 510.00, New: 520.00
Emission Wavelength Changed: 4/1/2025 9:40:38 AM, Old: 515.00, New: 525.00
Sample2 Changed: 4/1/2025 9:41:05 AM, Old:ecc_510, New:ecc_520
Excitation Wavelength Changed: 4/1/2025 9:42:10 AM, Old: 520.00, New: 490.00
Emission Wavelength Changed: 4/1/2025 9:42:10 AM, Old: 525.00, New: 495.00
Sample2 Changed: 4/1/2025 9:42:28 AM, Old:ecc_520, New:ecc_490
Excitation Wavelength Changed: 4/1/2025 9:43:42 AM, Old: 490.00, New: 530.00
Emission Wavelength Changed: 4/1/2025 9:43:42 AM, Old: 495.00, New: 535.00
Sample2 Changed: 4/1/2025 9:44:02 AM, Old:ecc_490, New:ecc_530
Excitation Wavelength Changed: 4/1/2025 9:44:50 AM, Old: 530.00, New: 526.00
Emission Wavelength Changed: 4/1/2025 9:44:50 AM, Old: 535.00, New: 531.00
Sample2 Changed: 4/1/2025 9:45:08 AM, Old:ecc_530, New:ecc_526
Excitation Wavelength Changed: 4/1/2025 9:45:50 AM, Old: 526.00, New: 480.00
Emission Wavelength Changed: 4/1/2025 9:45:50 AM, Old: 531.00, New: 485.00
Sample2 Changed: 4/1/2025 9:46:10 AM, Old:ecc_526, New:ecc_480
Excitation Wavelength Changed: 4/1/2025 9:46:49 AM, Old: 480.00, New: 470.00
Emission Wavelength Changed: 4/1/2025 9:46:49 AM, Old: 485.00, New: 475.00
Sample2 Changed: 4/1/2025 9:47:12 AM, Old:ecc_480, New:ecc_470
Excitation Wavelength Changed: 4/1/2025 9:48:04 AM, Old: 470.00, New: 515.00
Emission Wavelength Changed: 4/1/2025 9:48:04 AM, Old: 475.00, New: 520.00
Sample2 Changed: 4/1/2025 9:48:22 AM, Old:ecc_470, New:ecc_515
Excitation Wavelength Changed: 4/1/2025 9:49:03 AM, Old: 515.00, New: 460.00
Emission Wavelength Changed: 4/1/2025 9:49:03 AM, Old: 520.00, New: 465.00
Sample2 Changed: 4/1/2025 9:49:23 AM, Old:ecc_515, New:ecc_460
Excitation Wavelength Changed: 4/1/2025 10:13:40 AM, Old: 460.00, New: 526.00
Emission Wavelength Changed: 4/1/2025 10:13:40 AM, Old: 465.00, New: 535.00
Sample2 Changed: 4/1/2025 10:15:24 AM, Old:ecc_460, New:ecc_526
PMT Volts Changed: 4/1/2025 10:16:50 AM, Old:490, New:495
Emission PMT (V): Changed: 4/1/2025 10:16:51 AM, Old: 490, New: 495
Zero Mode Changed: 4/1/2025 10:16:51 AM, Old:ON, New:OFF
Sample2 Changed: 4/1/2025 10:17:11 AM, Old:ecc_526, New:ecc_526_05
PMT Volts Changed: 4/1/2025 10:19:28 AM, Old:495, New:500
Emission PMT (V): Changed: 4/1/2025 10:19:28 AM, Old: 495, New: 500
PMT Volts Changed: 4/1/2025 10:20:20 AM, Old:500, New:503
Emission PMT (V): Changed: 4/1/2025 10:20:20 AM, Old: 500, New: 503
PMT Volts Changed: 4/1/2025 10:20:56 AM, Old:503, New:500
Emission PMT (V): Changed: 4/1/2025 10:20:56 AM, Old: 503, New: 500
Sample2 Changed: 4/1/2025 10:45:38 AM, Old:ecc_526_05, New:ecc_526_04
Sample2 Changed: 4/1/2025 10:49:30 AM, Old:ecc_526_04, New:ecc_526_04_2
Sample2 Changed: 4/1/2025 11:13:17 AM, Old:ecc_526_04_2, New:ecc_526_03
Sample2 Changed: 4/1/2025 11:24:04 AM, Old:ecc_526_03, New:ecc_526_02
Sample2 Changed: 4/1/2025 11:34:59 AM, Old:ecc_526_02, New:ecc_526_01
Sample2 Changed: 4/1/2025 11:43:15 AM, Old:ecc_526_01, New:ecc_526_008
Sample2 Changed: 4/1/2025 11:54:05 AM, Old:ecc_526_008, New:ecc_526_006
Sample2 Changed: 4/1/2025 12:12:56 PM, Old:ecc_526_006, New:ecc_526_004
Sample2 Changed: 4/1/2025 12:30:33 PM, Old:ecc_526_004, New:ecc_526_002
Sample2 Changed: 4/1/2025 12:37:06 PM, Old:ecc_526_002, New:ecc_526_001
Sample2 Changed: 4/1/2025 12:39:13 PM, Old:ecc_526_001, New:500V
PMT Volts Changed: 4/1/2025 12:40:10 PM, Old:500, New:550
Emission PMT (V): Changed: 4/1/2025 12:40:10 PM, Old: 500, New: 550
Sample2 Changed: 4/1/2025 12:40:31 PM, Old:500V, New:550V
End Method Modifications

600V,
600V
Collection Time: 4/1/2025 12:41:23 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        535.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               526.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   600
Corrected spectra                 OFF
Multicell holder                  Multicell
Multi zero                       OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 4/1/2025 9:14:35 AM
Method Modifications:
Overlayed Graphs Changed: 4/1/2025 9:16:26 AM, Old:OFF, New:ON
PMT Volts Changed: 4/1/2025 9:16:26 AM, Old:600, New:480
Cell Changer Changed: 4/1/2025 9:16:26 AM, Old:OFF, New:ON
Cell2 Changed: 4/1/2025 9:16:26 AM, Old:OFF, New:ON
Monitoring device: Changed: 4/1/2025 9:16:26 AM, Old:PCB 150, New:Block
User Delta Stop Changed: 4/1/2025 9:16:26 AM, Old: 450.00, New: 526.00
User Delta Increment Changed: 4/1/2025 9:16:26 AM, Old:  10.00, New:   0.15
Emission PMT (V): Changed: 4/1/2025 9:16:26 AM, Old: 600, New: 480
Excitation Wavelength Changed: 4/1/2025 9:16:26 AM, Old: 350.00, New: 526.00
Emission Wavelength Changed: 4/1/2025 9:16:26 AM, Old: 400.00, New: 535.00
Stop Wavelength Changed: 4/1/2025 9:16:26 AM, Old: 600.00, New: 650.00
Scan mode: Changed: 4/1/2025 9:17:18 AM, Old:Emission, New:Excitation
User Delta Stop Changed: 4/1/2025 9:17:18 AM, Old: 526.00, New: 555.00
Excitation Wavelength Changed: 4/1/2025 9:17:18 AM, Old: 526.00, New: 400.00
Emission Wavelength Changed: 4/1/2025 9:17:18 AM, Old: 535.00, New: 555.00
Stop Wavelength Changed: 4/1/2025 9:17:18 AM, Old: 650.00, New: 550.00
PMT Volts Changed: 4/1/2025 9:20:58 AM, Old:480, New:490
Scan mode: Changed: 4/1/2025 9:20:58 AM, Old:Excitation, New:Emission
Emission PMT (V): Changed: 4/1/2025 9:20:58 AM, Old: 480, New: 490
Excitation Wavelength Changed: 4/1/2025 9:20:58 AM, Old: 400.00, New: 526.00
Emission Wavelength Changed: 4/1/2025 9:20:58 AM, Old: 555.00, New: 535.00
Stop Wavelength Changed: 4/1/2025 9:20:58 AM, Old: 550.00, New: 650.00
Scan mode: Changed: 4/1/2025 9:22:17 AM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 4/1/2025 9:22:17 AM, Old: 526.00, New: 400.00
Emission Wavelength Changed: 4/1/2025 9:22:17 AM, Old: 535.00, New: 555.00
Stop Wavelength Changed: 4/1/2025 9:22:17 AM, Old: 650.00, New: 550.00
Zero Mode Changed: 4/1/2025 9:27:29 AM, Old:OFF, New:Reading
Zero Mode Changed: 4/1/2025 9:27:29 AM, Old:Reading, New:ON
Scan mode: Changed: 4/1/2025 9:29:46 AM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 4/1/2025 9:29:46 AM, Old: 400.00, New: 500.00
Emission Wavelength Changed: 4/1/2025 9:29:46 AM, Old: 555.00, New: 505.00
Stop Wavelength Changed: 4/1/2025 9:29:46 AM, Old: 550.00, New: 650.00
Sample2 Changed: 4/1/2025 9:30:34 AM, Old:Sample2, New:ecc_500
Excitation Wavelength Changed: 4/1/2025 9:37:32 AM, Old: 500.00, New: 510.00
Emission Wavelength Changed: 4/1/2025 9:37:32 AM, Old: 505.00, New: 515.00
Sample2 Changed: 4/1/2025 9:37:59 AM, Old:ecc_500, New:ecc_510
Excitation Wavelength Changed: 4/1/2025 9:40:38 AM, Old: 510.00, New: 520.00
Emission Wavelength Changed: 4/1/2025 9:40:38 AM, Old: 515.00, New: 525.00
Sample2 Changed: 4/1/2025 9:41:05 AM, Old:ecc_510, New:ecc_520
Excitation Wavelength Changed: 4/1/2025 9:42:10 AM, Old: 520.00, New: 490.00
Emission Wavelength Changed: 4/1/2025 9:42:10 AM, Old: 525.00, New: 495.00
Sample2 Changed: 4/1/2025 9:42:28 AM, Old:ecc_520, New:ecc_490
Excitation Wavelength Changed: 4/1/2025 9:43:42 AM, Old: 490.00, New: 530.00
Emission Wavelength Changed: 4/1/2025 9:43:42 AM, Old: 495.00, New: 535.00
Sample2 Changed: 4/1/2025 9:44:02 AM, Old:ecc_490, New:ecc_530
Excitation Wavelength Changed: 4/1/2025 9:44:50 AM, Old: 530.00, New: 526.00
Emission Wavelength Changed: 4/1/2025 9:44:50 AM, Old: 535.00, New: 531.00
Sample2 Changed: 4/1/2025 9:45:08 AM, Old:ecc_530, New:ecc_526
Excitation Wavelength Changed: 4/1/2025 9:45:50 AM, Old: 526.00, New: 480.00
Emission Wavelength Changed: 4/1/2025 9:45:50 AM, Old: 531.00, New: 485.00
Sample2 Changed: 4/1/2025 9:46:10 AM, Old:ecc_526, New:ecc_480
Excitation Wavelength Changed: 4/1/2025 9:46:49 AM, Old: 480.00, New: 470.00
Emission Wavelength Changed: 4/1/2025 9:46:49 AM, Old: 485.00, New: 475.00
Sample2 Changed: 4/1/2025 9:47:12 AM, Old:ecc_480, New:ecc_470
Excitation Wavelength Changed: 4/1/2025 9:48:04 AM, Old: 470.00, New: 515.00
Emission Wavelength Changed: 4/1/2025 9:48:04 AM, Old: 475.00, New: 520.00
Sample2 Changed: 4/1/2025 9:48:22 AM, Old:ecc_470, New:ecc_515
Excitation Wavelength Changed: 4/1/2025 9:49:03 AM, Old: 515.00, New: 460.00
Emission Wavelength Changed: 4/1/2025 9:49:03 AM, Old: 520.00, New: 465.00
Sample2 Changed: 4/1/2025 9:49:23 AM, Old:ecc_515, New:ecc_460
Excitation Wavelength Changed: 4/1/2025 10:13:40 AM, Old: 460.00, New: 526.00
Emission Wavelength Changed: 4/1/2025 10:13:40 AM, Old: 465.00, New: 535.00
Sample2 Changed: 4/1/2025 10:15:24 AM, Old:ecc_460, New:ecc_526
PMT Volts Changed: 4/1/2025 10:16:50 AM, Old:490, New:495
Emission PMT (V): Changed: 4/1/2025 10:16:51 AM, Old: 490, New: 495
Zero Mode Changed: 4/1/2025 10:16:51 AM, Old:ON, New:OFF
Sample2 Changed: 4/1/2025 10:17:11 AM, Old:ecc_526, New:ecc_526_05
PMT Volts Changed: 4/1/2025 10:19:28 AM, Old:495, New:500
Emission PMT (V): Changed: 4/1/2025 10:19:28 AM, Old: 495, New: 500
PMT Volts Changed: 4/1/2025 10:20:20 AM, Old:500, New:503
Emission PMT (V): Changed: 4/1/2025 10:20:20 AM, Old: 500, New: 503
PMT Volts Changed: 4/1/2025 10:20:56 AM, Old:503, New:500
Emission PMT (V): Changed: 4/1/2025 10:20:56 AM, Old: 503, New: 500
Sample2 Changed: 4/1/2025 10:45:38 AM, Old:ecc_526_05, New:ecc_526_04
Sample2 Changed: 4/1/2025 10:49:30 AM, Old:ecc_526_04, New:ecc_526_04_2
Sample2 Changed: 4/1/2025 11:13:17 AM, Old:ecc_526_04_2, New:ecc_526_03
Sample2 Changed: 4/1/2025 11:24:04 AM, Old:ecc_526_03, New:ecc_526_02
Sample2 Changed: 4/1/2025 11:34:59 AM, Old:ecc_526_02, New:ecc_526_01
Sample2 Changed: 4/1/2025 11:43:15 AM, Old:ecc_526_01, New:ecc_526_008
Sample2 Changed: 4/1/2025 11:54:05 AM, Old:ecc_526_008, New:ecc_526_006
Sample2 Changed: 4/1/2025 12:12:56 PM, Old:ecc_526_006, New:ecc_526_004
Sample2 Changed: 4/1/2025 12:30:33 PM, Old:ecc_526_004, New:ecc_526_002
Sample2 Changed: 4/1/2025 12:37:06 PM, Old:ecc_526_002, New:ecc_526_001
Sample2 Changed: 4/1/2025 12:39:13 PM, Old:ecc_526_001, New:500V
PMT Volts Changed: 4/1/2025 12:40:10 PM, Old:500, New:550
Emission PMT (V): Changed: 4/1/2025 12:40:10 PM, Old: 500, New: 550
Sample2 Changed: 4/1/2025 12:40:31 PM, Old:500V, New:550V
PMT Volts Changed: 4/1/2025 12:41:04 PM, Old:550, New:600
Emission PMT (V): Changed: 4/1/2025 12:41:04 PM, Old: 550, New: 600
Sample2 Changed: 4/1/2025 12:41:23 PM, Old:550V, New:600V
End Method Modifications

650V,
650V
Collection Time: 4/1/2025 12:42:13 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        535.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               526.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   650
Corrected spectra                 OFF
Multicell holder                  Multicell
