0,,1,,2,,3,,4,,5,,6,,7,,8,,fondo,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
597.9400024,44.8132782,597.9400024,45.59160233,597.9400024,40.783638,597.9400024,34.70874023,597.9400024,24.34367561,597.9400024,13.86025143,597.9400024,6.236746788,597.9400024,3.378378391,597.9400024,1.475107551,597.9400024,0.9026434422,
598.9699707,43.14488602,598.9699707,43.20679092,598.9699707,38.31787109,598.9699707,32.79092407,598.9699707,22.62016869,598.9699707,12.80210495,598.9699707,5.947955608,598.9699707,3.947692871,598.9699707,1.627237439,598.9699707,1.239618182,
600,41.90007019,600,43.39644623,600,36.76652527,600,32.20592117,600,22.33429527,600,11.80857658,600,6.78585434,600,2.947070599,600,1.604278088,600,0.7940709591,
601.0200195,40.57081985,601.0200195,40.96553421,601.0200195,37.67584229,601.0200195,30.65589523,601.0200195,22.1092453,601.0200195,11.30741978,601.0200195,4.02340889,601.0200195,2.779386282,601.0200195,1.781684279,601.0200195,0.502071023,
602.0499878,40.18460083,602.0499878,39.33240128,602.0499878,34.1276474,602.0499878,29.64276695,602.0499878,20.08660126,602.0499878,11.08300209,602.0499878,5.381604671,602.0499878,3.14836669,602.0499878,1.73718822,602.0499878,1.173433542,
602.9400024,38.81820297,602.9400024,38.99268723,602.9400024,35.55344772,602.9400024,28.47912025,602.9400024,20.72283173,602.9400024,11.11653996,602.9400024,6.110487461,602.9400024,2.732579947,602.9400024,1.725200176,602.9400024,1.686950207,
603.9699707,38.17142868,603.9699707,36.68787003,603.9699707,33.77110672,603.9699707,26.97798157,603.9699707,20.48031235,603.9699707,10.09849167,603.9699707,5.088441849,603.9699707,2.725808382,603.9699707,1.631935716,603.9699707,0.8488964438,
605,36.80410004,605,37.98842621,605,32.10956192,605,26.96078491,605,19.73760605,605,10.54801178,605,4.797637939,605,3.542510033,605,2.546071768,605,0.8722741604,
606.0200195,32.26519394,606.0200195,33.88190079,606.0200195,31.94044113,606.0200195,26.41926765,606.0200195,17.82008934,606.0200195,10.47789383,606.0200195,4.764231205,606.0200195,2.580169678,606.0200195,1.022625566,606.0200195,2.035105705,
607.0499878,34.20362473,607.0499878,33.80215073,607.0499878,28.45927238,607.0499878,25.25192642,607.0499878,17.5544796,607.0499878,10.06415844,607.0499878,4.760115623,607.0499878,2.95578146,607.0499878,2.07392931,607.0499878,0.4949882329,
607.9400024,33.84791183,607.9400024,32.72266388,607.9400024,30.03274345,607.9400024,25.51281929,607.9400024,17.76155663,607.9400024,10.10349941,607.9400024,4.41039896,607.9400024,2.264435768,607.9400024,1.912503004,607.9400024,1.642614126,
608.9699707,32.5892868,608.9699707,31.50358009,608.9699707,28.62362862,608.9699707,23.35955048,608.9699707,17.33827591,608.9699707,8.928571701,608.9699707,3.762135983,608.9699707,3.136687279,608.9699707,1.716106892,608.9699707,1.535508633,
610,30.63104439,610,31.1796093,610,27.04319763,610,22.84037399,610,16.9756813,610,9.081383705,610,4.346776485,610,2.345389366,610,2.631893873,610,1.066224456,
611.0100098,30.25133705,611.0100098,29.68897247,611.0100098,25.76832008,611.0100098,23.83833504,611.0100098,16.31923676,611.0100098,8.718818665,611.0100098,3.649205446,611.0100098,2.774274826,611.0100098,1.632960677,611.0100098,1.863353968,
612.0200195,30.99059105,612.0200195,29.46417999,612.0200195,25.04153824,612.0200195,22.77631378,612.0200195,17.02989006,612.0200195,9.718292236,612.0200195,4.119215012,612.0200195,1.496446013,612.0200195,2.105262995,612.0200195,1.317996621,
613.039978,29.47873116,613.039978,28.10276031,613.039978,25.28816795,613.039978,21.97120094,613.039978,14.44838905,613.039978,8.251425743,613.039978,4.141521454,613.039978,2.1102283,613.039978,1.908169389,613.039978,0.3740648329,
614.0499878,28.37988663,614.0499878,27.99712944,614.0499878,22.96595383,614.0499878,20.85342216,614.0499878,13.2498188,614.0499878,8.292272568,614.0499878,4.533434391,614.0499878,1.740860462,614.0499878,1.951219559,614.0499878,0.8721655011,
615.0700073,26.34043694,615.0700073,26.78049278,615.0700073,22.29721642,615.0700073,18.90730476,615.0700073,13.67701244,615.0700073,6.926951885,615.0700073,3.423848867,615.0700073,2.101619482,615.0700073,1.845926642,615.0700073,1.203659058,
615.9400024,25.0626564,615.9400024,25.49837685,615.9400024,23.07225227,615.9400024,19.6078434,615.9400024,12.53041363,615.9400024,7.210343361,615.9400024,3.479557514,615.9400024,1.52187705,615.9400024,1.241156697,615.9400024,1.716106892,
616.9500122,24.92719841,616.9500122,25.28735542,616.9500122,22.75151062,616.9500122,18.807621,616.9500122,12.33396626,616.9500122,7.59824276,616.9500122,3.55218029,616.9500122,1.292748809,616.9500122,1.219512224,616.9500122,1.386481762,
617.9699707,25.31929207,617.9699707,25.2566967,617.9699707,20.82819939,617.9699707,17.10117149,617.9699707,13.34141922,617.9699707,6.394984245,617.9699707,2.689157963,617.9699707,2.225244284,617.9699707,1.12669003,617.9699707,0.3716551065,
618.9799805,22.80761909,618.9799805,22.93796158,618.9799805,20.30084419,618.9799805,16.32011604,618.9799805,12.85004234,618.9799805,7.720144749,618.9799805,3.400164127,618.9799805,2.094627857,618.9799805,0.6262524724,618.9799805,1.366459608,
620,23.15299606,620,23.42233086,620,20.03339005,620,16.73117638,620,11.6431036,620,7.392147541,620,2.840572834,620,2.44140625,620,1.61110425,620,0.5259006023,
621.0200195,22.84090996,621.0200195,22.13848305,621.0200195,18.96425819,621.0200195,16.23129654,621.0200195,10.67109299,621.0200195,6.62820673,621.0200195,2.709359646,621.0200195,1.948368311,621.0200195,0.7698228955,621.0200195,0.7471979856,
622.0499878,22.54409599,622.0499878,20.96018791,622.0499878,18.21811867,622.0499878,16.20825195,622.0499878,11.01726055,622.0499878,7.079865932,622.0499878,3.350083828,622.0499878,1.770120382,622.0499878,1.109330654,622.0499878,0.1249063239,
622.9400024,20.76085663,622.9400024,20.32227135,622.9400024,18.34975433,622.9400024,16.36043358,622.9400024,10.93345833,622.9400024,6.746626377,622.9400024,2.540834904,622.9400024,2.45183897,622.9400024,0.9797917604,622.9400024,0.1197461411,
623.9699707,20.14530945,623.9699707,20.61378098,623.9699707,16.77071953,623.9699707,14.16880417,623.9699707,10.47120476,623.9699707,6.07164526,623.9699707,3.107520342,623.9699707,1.421464086,623.9699707,1.119542241,623.9699707,0.8675176501,
625,19.48814201,625,18.38500404,625,16.56718254,625,14.45015907,625,10.80319405,625,6.012023926,625,2.979146004,625,1.069900155,625,0.2409638613,625,0.2455192804,
626.0200195,19.2621994,626.0200195,18.33180618,626.0200195,15.13866997,626.0200195,14.13832569,626.0200195,8.148147583,626.0200195,5.096040726,626.0200195,2.874640703,626.0200195,1.328341961,626.0200195,1.173433542,626.0200195,0.3787878752,
627.0499878,18.69882584,627.0499878,17.91296005,627.0499878,14.24534988,627.0499878,13.43026066,627.0499878,9.106829643,627.0499878,5.100801468,627.0499878,2.879679441,627.0499878,0.6189650893,627.0499878,1.108374357,627.0499878,0.6093844771,
627.9400024,19.79297066,627.9400024,17.85302925,627.9400024,15.77861404,627.9400024,13.46923923,627.9400024,9.231128693,627.9400024,5.305366993,627.9400024,2.623688221,627.9400024,1.907259464,627.9400024,1.017164707,627.9400024,1.180080175,
628.9699707,18.16509438,628.9699707,16.39540482,628.9699707,15.45915985,628.9699707,12.42312431,628.9699707,8.889956474,628.9699707,5.542169094,628.9699707,3.179852486,628.9699707,0.6200397015,628.9699707,1.340645909,628.9699707,0.7494378686,
630,16.83501625,630,16.40689087,630,14.92537308,630,12.50758934,630,8.093742371,630,5.119255066,630,2.497027397,630,1.017811656,630,0.8559550047,630,1.243008018,
631.0100098,16.42664337,631.0100098,17.12654495,631.0100098,13.50259686,631.0100098,11.70138073,631.0100098,9.476369858,631.0100098,3.559127331,631.0100098,2.110446692,631.0100098,1.111797452,631.0100098,0.3673319519,631.0100098,1.212709188,
632.0200195,17.48212051,632.0200195,14.76190472,632.0200195,13.20498657,632.0200195,12.44167995,632.0200195,8.204633713,632.0200195,4.378496647,632.0200195,2.057613134,632.0200195,0.9951486588,632.0200195,1.009591103,632.0200195,0.6113964319,
633.039978,15.63404655,633.039978,15.64537144,633.039978,12.09381866,633.039978,11.50639915,633.039978,7.380074024,633.039978,4.212806702,633.039978,1.958074331,633.039978,1.117179751,633.039978,1.241002679,633.039978,0.4963395298,
634.0499878,14.54672432,634.0499878,14.64808846,634.0499878,12.72727299,634.0499878,10.99810791,634.0499878,7.392557144,634.0499878,4.394821167,634.0499878,2.146690607,634.0499878,1.394523263,634.0499878,1.391172409,634.0499878,0.9905893803,
635.0700073,15.34233952,635.0700073,14.81658459,635.0700073,11.35820198,635.0700073,10.97519112,635.0700073,7.739152431,635.0700073,4.037045956,635.0700073,2.154398441,635.0700073,1.579586864,635.0700073,-0.7476635575,635.0700073,0.6296436191,
635.9400024,14.30930138,635.9400024,13.43522739,635.9400024,12.89860249,635.9400024,8.841098785,635.9400024,7.20201683,635.9400024,4.3072505,635.9400024,1.560436964,635.9400024,0.616522789,635.9400024,-0.1231527105,635.9400024,-0.4923076928,
636.9500122,13.29512882,636.9500122,13.5746603,636.9500122,12.86135674,636.9500122,10.24544048,636.9500122,6.966511726,636.9500122,4.428588867,636.9500122,1.513431668,636.9500122,0.8172796369,636.9500122,0.8424599767,636.9500122,0.378501147,
637.9699707,12.87015915,637.9699707,12.53305721,637.9699707,10.93531895,637.9699707,10.86328411,637.9699707,7.099025249,637.9699707,3.511235952,637.9699707,2.155688524,637.9699707,0.6164467931,637.9699707,1.275835633,637.9699707,0,
638.9799805,12.74543571,638.9799805,12.23817348,638.9799805,10.96869659,638.9799805,9.172260284,638.9799805,6.806782722,638.9799805,3.516003847,638.9799805,1.396160603,638.9799805,1.40318048,638.9799805,0.720980525,638.9799805,-0.2498438358,
640,12.70336533,640,12.46795654,640,9.609536171,640,9.53146553,640,6.2492342,640,3.62191844,640,2.123392582,640,0.3677822948,640,0.1221001297,640,0.8497207761,
641.0100098,10.82906437,641.0100098,11.69451046,641.0100098,10.29180241,641.0100098,9.089745522,641.0100098,5.038712025,641.0100098,4.166666985,641.0100098,1.895285487,641.0100098,1.480202317,641.0100098,1.128385186,641.0100098,0.5011903048,
642.0200195,11.94635391,642.0200195,10.78886318,642.0200195,9.117474556,642.0200195,8.237821579,642.0200195,5.189029217,642.0200195,3.599210501,642.0200195,1.958074331,642.0200195,0.714030683,642.0200195,0.1195743158,642.0200195,0.3797949255,
643.039978,11.30741978,643.039978,11.02734375,643.039978,9.30557251,643.039978,8.689441681,643.039978,6.271598339,643.039978,2.977253914,643.039978,1.878816366,643.039978,0.4873294234,643.039978,0.8277166486,643.039978,-0.1223690659,
644.0499878,11.32118225,644.0499878,11.23196983,644.0499878,9.601873398,644.0499878,8.542895317,644.0499878,4.485363483,644.0499878,3.124624491,644.0499878,1.121355534,644.0499878,0.7659900784,644.0499878,0.2514142096,644.0499878,1.269035459,
645.0700073,10.70888138,645.0700073,11.06194687,645.0700073,9.191390038,645.0700073,6.973171234,645.0700073,4.888517857,645.0700073,3.390240908,645.0700073,1.396973252,645.0700073,1.518336773,645.0700073,0.6270378828,645.0700073,1.342281938,
645.9400024,11.14488411,645.9400024,10.40462399,645.9400024,7.86200428,645.9400024,7.295777798,645.9400024,5.042213917,645.9400024,3.433055401,645.9400024,1.563251615,645.9400024,0,645.9400024,0.9908347726,645.9400024,0.3819223642,
646.9500122,10.65698528,646.9500122,9.897571564,646.9500122,8.958309174,646.9500122,6.48974371,646.9500122,5.085146427,646.9500122,2.642174006,646.9500122,1.404330015,646.9500122,0.8572128415,646.9500122,0.5063291192,646.9500122,0.5105296969,
647.9699707,10.27129555,647.9699707,10.06486225,647.9699707,8.138468742,647.9699707,6.132075787,647.9699707,4.755677223,647.9699707,3.312946081,647.9699707,1.207000613,647.9699707,0.3654525578,647.9699707,0.6018295288,647.9699707,-0.9073233604,
648.9799805,10.63075829,648.9799805,10.03575993,648.9799805,8.180943489,648.9799805,6.269592285,648.9799805,5.00756979,648.9799805,2.706027031,648.9799805,2.115743637,648.9799805,0.8684863448,648.9799805,0.239607051,648.9799805,-0.3766951263,
650,9.900989532,650,9.732937813,650,8.889415741,650,6.321564674,650,4.400047302,650,2.097413063,650,1.279813766,650,0.2560491562,650,0.5069708824,650,0.2483546585,

0,
Sample2
Collection Time: 4/23/2018 10:22:54 AM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   650
Corrected spectra                 OFF
Multicell holder                  Multicell
Multi zero                       OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 4/23/2018 10:20:05 AM
Method Modifications:
Emission Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 400.00, New: 360.00
Stop Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 600.00, New: 650.00
Overlayed Graphs Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell Changer Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell2 Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Monitoring device: Changed: 4/23/2018 10:20:52 AM, Old:PCB 150, New:Block
PMT Volts Changed: 4/23/2018 10:21:59 AM, Old:600, New:700
Emission PMT (V): Changed: 4/23/2018 10:21:59 AM, Old: 600, New: 700
PMT Volts Changed: 4/23/2018 10:22:41 AM, Old:700, New:650
Emission PMT (V): Changed: 4/23/2018 10:22:41 AM, Old: 700, New: 650
End Method Modifications
Continuum name changed to '0'

1,
1
Collection Time: 4/23/2018 10:34:02 AM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   650
Corrected spectra                 OFF
Multicell holder                  Multicell
Multi zero                       OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 4/23/2018 10:20:05 AM
Method Modifications:
Emission Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 400.00, New: 360.00
Stop Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 600.00, New: 650.00
Overlayed Graphs Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell Changer Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell2 Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Monitoring device: Changed: 4/23/2018 10:20:52 AM, Old:PCB 150, New:Block
PMT Volts Changed: 4/23/2018 10:21:59 AM, Old:600, New:700
Emission PMT (V): Changed: 4/23/2018 10:21:59 AM, Old: 600, New: 700
PMT Volts Changed: 4/23/2018 10:22:41 AM, Old:700, New:650
Emission PMT (V): Changed: 4/23/2018 10:22:41 AM, Old: 700, New: 650
Sample2 Changed: 4/23/2018 10:34:02 AM, Old:Sample2, New:1
End Method Modifications

2,
2
Collection Time: 4/23/2018 10:42:30 AM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   650
Corrected spectra                 OFF
Multicell holder                  Multicell
Multi zero                       OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 4/23/2018 10:20:05 AM
Method Modifications:
Emission Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 400.00, New: 360.00
Stop Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 600.00, New: 650.00
Overlayed Graphs Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell Changer Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell2 Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Monitoring device: Changed: 4/23/2018 10:20:52 AM, Old:PCB 150, New:Block
PMT Volts Changed: 4/23/2018 10:21:59 AM, Old:600, New:700
Emission PMT (V): Changed: 4/23/2018 10:21:59 AM, Old: 600, New: 700
PMT Volts Changed: 4/23/2018 10:22:41 AM, Old:700, New:650
Emission PMT (V): Changed: 4/23/2018 10:22:41 AM, Old: 700, New: 650
Sample2 Changed: 4/23/2018 10:34:02 AM, Old:Sample2, New:1
Sample2 Changed: 4/23/2018 10:42:30 AM, Old:1, New:2
End Method Modifications

3,
3
Collection Time: 4/23/2018 10:48:41 AM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   650
Corrected spectra                 OFF
Multicell holder                  Multicell
Multi zero                       OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 4/23/2018 10:20:05 AM
Method Modifications:
Emission Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 400.00, New: 360.00
Stop Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 600.00, New: 650.00
Overlayed Graphs Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell Changer Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell2 Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Monitoring device: Changed: 4/23/2018 10:20:52 AM, Old:PCB 150, New:Block
PMT Volts Changed: 4/23/2018 10:21:59 AM, Old:600, New:700
Emission PMT (V): Changed: 4/23/2018 10:21:59 AM, Old: 600, New: 700
PMT Volts Changed: 4/23/2018 10:22:41 AM, Old:700, New:650
Emission PMT (V): Changed: 4/23/2018 10:22:41 AM, Old: 700, New: 650
Sample2 Changed: 4/23/2018 10:34:02 AM, Old:Sample2, New:1
Sample2 Changed: 4/23/2018 10:42:30 AM, Old:1, New:2
Sample2 Changed: 4/23/2018 10:48:41 AM, Old:2, New:3
End Method Modifications

4,
4
Collection Time: 4/23/2018 10:56:39 AM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   650
Corrected spectra                 OFF
Multicell holder                  Multicell
Multi zero                       OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 4/23/2018 10:20:05 AM
Method Modifications:
Emission Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 400.00, New: 360.00
Stop Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 600.00, New: 650.00
Overlayed Graphs Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell Changer Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell2 Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Monitoring device: Changed: 4/23/2018 10:20:52 AM, Old:PCB 150, New:Block
PMT Volts Changed: 4/23/2018 10:21:59 AM, Old:600, New:700
Emission PMT (V): Changed: 4/23/2018 10:21:59 AM, Old: 600, New: 700
PMT Volts Changed: 4/23/2018 10:22:41 AM, Old:700, New:650
Emission PMT (V): Changed: 4/23/2018 10:22:41 AM, Old: 700, New: 650
Sample2 Changed: 4/23/2018 10:34:02 AM, Old:Sample2, New:1
Sample2 Changed: 4/23/2018 10:42:30 AM, Old:1, New:2
Sample2 Changed: 4/23/2018 10:48:41 AM, Old:2, New:3
Sample2 Changed: 4/23/2018 10:56:39 AM, Old:3, New:4
End Method Modifications

5,
5
Collection Time: 4/23/2018 11:03:55 AM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   650
Corrected spectra                 OFF
Multicell holder                  Multicell
Multi zero                       OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 4/23/2018 10:20:05 AM
Method Modifications:
Emission Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 400.00, New: 360.00
Stop Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 600.00, New: 650.00
Overlayed Graphs Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell Changer Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell2 Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Monitoring device: Changed: 4/23/2018 10:20:52 AM, Old:PCB 150, New:Block
PMT Volts Changed: 4/23/2018 10:21:59 AM, Old:600, New:700
Emission PMT (V): Changed: 4/23/2018 10:21:59 AM, Old: 600, New: 700
PMT Volts Changed: 4/23/2018 10:22:41 AM, Old:700, New:650
Emission PMT (V): Changed: 4/23/2018 10:22:41 AM, Old: 700, New: 650
Sample2 Changed: 4/23/2018 10:34:02 AM, Old:Sample2, New:1
Sample2 Changed: 4/23/2018 10:42:30 AM, Old:1, New:2
Sample2 Changed: 4/23/2018 10:48:41 AM, Old:2, New:3
Sample2 Changed: 4/23/2018 10:56:39 AM, Old:3, New:4
Sample2 Changed: 4/23/2018 11:03:55 AM, Old:4, New:5
End Method Modifications

6,
6
Collection Time: 4/23/2018 11:11:07 AM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   650
Corrected spectra                 OFF
Multicell holder                  Multicell
Multi zero                       OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 4/23/2018 10:20:05 AM
Method Modifications:
Emission Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 400.00, New: 360.00
Stop Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 600.00, New: 650.00
Overlayed Graphs Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell Changer Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell2 Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Monitoring device: Changed: 4/23/2018 10:20:52 AM, Old:PCB 150, New:Block
PMT Volts Changed: 4/23/2018 10:21:59 AM, Old:600, New:700
Emission PMT (V): Changed: 4/23/2018 10:21:59 AM, Old: 600, New: 700
PMT Volts Changed: 4/23/2018 10:22:41 AM, Old:700, New:650
Emission PMT (V): Changed: 4/23/2018 10:22:41 AM, Old: 700, New: 650
Sample2 Changed: 4/23/2018 10:34:02 AM, Old:Sample2, New:1
Sample2 Changed: 4/23/2018 10:42:30 AM, Old:1, New:2
Sample2 Changed: 4/23/2018 10:48:41 AM, Old:2, New:3
Sample2 Changed: 4/23/2018 10:56:39 AM, Old:3, New:4
Sample2 Changed: 4/23/2018 11:03:55 AM, Old:4, New:5
Sample2 Changed: 4/23/2018 11:11:07 AM, Old:5, New:6
End Method Modifications

7,
7
Collection Time: 4/23/2018 11:18:00 AM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   650
Corrected spectra                 OFF
Multicell holder                  Multicell
Multi zero                       OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 4/23/2018 10:20:05 AM
Method Modifications:
Emission Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 400.00, New: 360.00
Stop Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 600.00, New: 650.00
Overlayed Graphs Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell Changer Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell2 Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Monitoring device: Changed: 4/23/2018 10:20:52 AM, Old:PCB 150, New:Block
PMT Volts Changed: 4/23/2018 10:21:59 AM, Old:600, New:700
Emission PMT (V): Changed: 4/23/2018 10:21:59 AM, Old: 600, New: 700
PMT Volts Changed: 4/23/2018 10:22:41 AM, Old:700, New:650
Emission PMT (V): Changed: 4/23/2018 10:22:41 AM, Old: 700, New: 650
Sample2 Changed: 4/23/2018 10:34:02 AM, Old:Sample2, New:1
Sample2 Changed: 4/23/2018 10:42:30 AM, Old:1, New:2
Sample2 Changed: 4/23/2018 10:48:41 AM, Old:2, New:3
Sample2 Changed: 4/23/2018 10:56:39 AM, Old:3, New:4
Sample2 Changed: 4/23/2018 11:03:55 AM, Old:4, New:5
Sample2 Changed: 4/23/2018 11:11:07 AM, Old:5, New:6
Sample2 Changed: 4/23/2018 11:18:00 AM, Old:6, New:7
End Method Modifications

8,
8
Collection Time: 4/23/2018 11:25:58 AM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   650
Corrected spectra                 OFF
Multicell holder                  Multicell
Multi zero                       OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 4/23/2018 10:20:05 AM
Method Modifications:
